"","steps","date","interval","day"
"232",53.3584905660377,2012-10-01,1915,"Weekday"
"233",36.3207547169811,2012-10-01,1920,"Weekday"
"234",20.7169811320755,2012-10-01,1925,"Weekday"
"235",27.3962264150943,2012-10-01,1930,"Weekday"
"236",40.0188679245283,2012-10-01,1935,"Weekday"
"237",30.2075471698113,2012-10-01,1940,"Weekday"
"238",25.5471698113208,2012-10-01,1945,"Weekday"
"239",45.6603773584906,2012-10-01,1950,"Weekday"
"240",33.5283018867925,2012-10-01,1955,"Weekday"
"241",19.622641509434,2012-10-01,2000,"Weekday"
"242",19.0188679245283,2012-10-01,2005,"Weekday"
"243",19.3396226415094,2012-10-01,2010,"Weekday"
"244",33.3396226415094,2012-10-01,2015,"Weekday"
"245",26.811320754717,2012-10-01,2020,"Weekday"
"246",21.1698113207547,2012-10-01,2025,"Weekday"
"247",27.3018867924528,2012-10-01,2030,"Weekday"
"248",21.3396226415094,2012-10-01,2035,"Weekday"
"249",19.5471698113208,2012-10-01,2040,"Weekday"
"250",21.3207547169811,2012-10-01,2045,"Weekday"
"251",32.3018867924528,2012-10-01,2050,"Weekday"
"252",20.1509433962264,2012-10-01,2055,"Weekday"
"253",15.9433962264151,2012-10-01,2100,"Weekday"
"254",17.2264150943396,2012-10-01,2105,"Weekday"
"255",23.4528301886792,2012-10-01,2110,"Weekday"
"256",19.2452830188679,2012-10-01,2115,"Weekday"
"257",12.4528301886792,2012-10-01,2120,"Weekday"
"258",8.0188679245283,2012-10-01,2125,"Weekday"
"259",14.6603773584906,2012-10-01,2130,"Weekday"
"260",16.3018867924528,2012-10-01,2135,"Weekday"
"261",8.67924528301887,2012-10-01,2140,"Weekday"
"262",7.79245283018868,2012-10-01,2145,"Weekday"
"263",8.13207547169811,2012-10-01,2150,"Weekday"
"264",2.62264150943396,2012-10-01,2155,"Weekday"
"265",1.45283018867925,2012-10-01,2200,"Weekday"
"266",3.67924528301887,2012-10-01,2205,"Weekday"
"267",4.81132075471698,2012-10-01,2210,"Weekday"
"268",8.50943396226415,2012-10-01,2215,"Weekday"
"269",7.07547169811321,2012-10-01,2220,"Weekday"
"270",8.69811320754717,2012-10-01,2225,"Weekday"
"271",9.75471698113208,2012-10-01,2230,"Weekday"
"272",2.20754716981132,2012-10-01,2235,"Weekday"
"273",0.320754716981132,2012-10-01,2240,"Weekday"
"274",0.113207547169811,2012-10-01,2245,"Weekday"
"275",1.60377358490566,2012-10-01,2250,"Weekday"
"276",4.60377358490566,2012-10-01,2255,"Weekday"
"277",3.30188679245283,2012-10-01,2300,"Weekday"
"278",2.84905660377358,2012-10-01,2305,"Weekday"
"279",0,2012-10-01,2310,"Weekday"
"280",0.830188679245283,2012-10-01,2315,"Weekday"
"281",0.962264150943396,2012-10-01,2320,"Weekday"
"282",1.58490566037736,2012-10-01,2325,"Weekday"
"283",2.60377358490566,2012-10-01,2330,"Weekday"
"284",4.69811320754717,2012-10-01,2335,"Weekday"
"285",3.30188679245283,2012-10-01,2340,"Weekday"
"286",0.641509433962264,2012-10-01,2345,"Weekday"
"287",0.226415094339623,2012-10-01,2350,"Weekday"
"288",1.07547169811321,2012-10-01,2355,"Weekday"
"289",0,2012-10-02,0,"Weekday"
"290",0,2012-10-02,5,"Weekday"
"291",0,2012-10-02,10,"Weekday"
"292",0,2012-10-02,15,"Weekday"
"293",0,2012-10-02,20,"Weekday"
"294",0,2012-10-02,25,"Weekday"
"295",0,2012-10-02,30,"Weekday"
"296",0,2012-10-02,35,"Weekday"
"297",0,2012-10-02,40,"Weekday"
"298",0,2012-10-02,45,"Weekday"
"299",0,2012-10-02,50,"Weekday"
"300",0,2012-10-02,55,"Weekday"
"301",0,2012-10-02,100,"Weekday"
"302",0,2012-10-02,105,"Weekday"
"303",0,2012-10-02,110,"Weekday"
"304",0,2012-10-02,115,"Weekday"
"305",0,2012-10-02,120,"Weekday"
"306",0,2012-10-02,125,"Weekday"
"307",0,2012-10-02,130,"Weekday"
"308",0,2012-10-02,135,"Weekday"
"309",0,2012-10-02,140,"Weekday"
"310",0,2012-10-02,145,"Weekday"
"311",0,2012-10-02,150,"Weekday"
"312",0,2012-10-02,155,"Weekday"
"313",0,2012-10-02,200,"Weekday"
"314",0,2012-10-02,205,"Weekday"
"315",0,2012-10-02,210,"Weekday"
"316",0,2012-10-02,215,"Weekday"
"317",0,2012-10-02,220,"Weekday"
"318",0,2012-10-02,225,"Weekday"
"319",0,2012-10-02,230,"Weekday"
"320",0,2012-10-02,235,"Weekday"
"321",0,2012-10-02,240,"Weekday"
"322",0,2012-10-02,245,"Weekday"
"323",0,2012-10-02,250,"Weekday"
"324",0,2012-10-02,255,"Weekday"
"325",0,2012-10-02,300,"Weekday"
"326",0,2012-10-02,305,"Weekday"
"327",0,2012-10-02,310,"Weekday"
"328",0,2012-10-02,315,"Weekday"
"329",0,2012-10-02,320,"Weekday"
"330",0,2012-10-02,325,"Weekday"
"331",0,2012-10-02,330,"Weekday"
"332",0,2012-10-02,335,"Weekday"
"333",0,2012-10-02,340,"Weekday"
"334",0,2012-10-02,345,"Weekday"
"335",0,2012-10-02,350,"Weekday"
"336",0,2012-10-02,355,"Weekday"
"337",0,2012-10-02,400,"Weekday"
"338",0,2012-10-02,405,"Weekday"
"339",0,2012-10-02,410,"Weekday"
"340",0,2012-10-02,415,"Weekday"
"341",0,2012-10-02,420,"Weekday"
"342",0,2012-10-02,425,"Weekday"
"343",0,2012-10-02,430,"Weekday"
"344",0,2012-10-02,435,"Weekday"
"345",0,2012-10-02,440,"Weekday"
"346",0,2012-10-02,445,"Weekday"
"347",0,2012-10-02,450,"Weekday"
"348",0,2012-10-02,455,"Weekday"
"349",0,2012-10-02,500,"Weekday"
"350",0,2012-10-02,505,"Weekday"
"351",0,2012-10-02,510,"Weekday"
"352",0,2012-10-02,515,"Weekday"
"353",0,2012-10-02,520,"Weekday"
"354",0,2012-10-02,525,"Weekday"
"355",0,2012-10-02,530,"Weekday"
"356",0,2012-10-02,535,"Weekday"
"357",0,2012-10-02,540,"Weekday"
"358",0,2012-10-02,545,"Weekday"
"359",0,2012-10-02,550,"Weekday"
"360",0,2012-10-02,555,"Weekday"
"361",0,2012-10-02,600,"Weekday"
"362",0,2012-10-02,605,"Weekday"
"363",0,2012-10-02,610,"Weekday"
"364",0,2012-10-02,615,"Weekday"
"365",0,2012-10-02,620,"Weekday"
"366",0,2012-10-02,625,"Weekday"
"367",0,2012-10-02,630,"Weekday"
"368",0,2012-10-02,635,"Weekday"
"369",0,2012-10-02,640,"Weekday"
"370",0,2012-10-02,645,"Weekday"
"371",0,2012-10-02,650,"Weekday"
"372",0,2012-10-02,655,"Weekday"
"373",0,2012-10-02,700,"Weekday"
"374",0,2012-10-02,705,"Weekday"
"375",0,2012-10-02,710,"Weekday"
"376",0,2012-10-02,715,"Weekday"
"377",0,2012-10-02,720,"Weekday"
"378",0,2012-10-02,725,"Weekday"
"379",0,2012-10-02,730,"Weekday"
"380",0,2012-10-02,735,"Weekday"
"381",0,2012-10-02,740,"Weekday"
"382",0,2012-10-02,745,"Weekday"
"383",0,2012-10-02,750,"Weekday"
"384",0,2012-10-02,755,"Weekday"
"385",0,2012-10-02,800,"Weekday"
"386",0,2012-10-02,805,"Weekday"
"387",0,2012-10-02,810,"Weekday"
"388",0,2012-10-02,815,"Weekday"
"389",0,2012-10-02,820,"Weekday"
"390",0,2012-10-02,825,"Weekday"
"391",0,2012-10-02,830,"Weekday"
"392",0,2012-10-02,835,"Weekday"
"393",0,2012-10-02,840,"Weekday"
"394",0,2012-10-02,845,"Weekday"
"395",0,2012-10-02,850,"Weekday"
"396",0,2012-10-02,855,"Weekday"
"397",0,2012-10-02,900,"Weekday"
"398",0,2012-10-02,905,"Weekday"
"399",0,2012-10-02,910,"Weekday"
"400",0,2012-10-02,915,"Weekday"
"401",0,2012-10-02,920,"Weekday"
"402",0,2012-10-02,925,"Weekday"
"403",0,2012-10-02,930,"Weekday"
"404",0,2012-10-02,935,"Weekday"
"405",0,2012-10-02,940,"Weekday"
"406",0,2012-10-02,945,"Weekday"
"407",0,2012-10-02,950,"Weekday"
"408",0,2012-10-02,955,"Weekday"
"409",0,2012-10-02,1000,"Weekday"
"410",0,2012-10-02,1005,"Weekday"
"411",0,2012-10-02,1010,"Weekday"
"412",0,2012-10-02,1015,"Weekday"
"413",0,2012-10-02,1020,"Weekday"
"414",0,2012-10-02,1025,"Weekday"
"415",0,2012-10-02,1030,"Weekday"
"416",0,2012-10-02,1035,"Weekday"
"417",0,2012-10-02,1040,"Weekday"
"418",0,2012-10-02,1045,"Weekday"
"419",0,2012-10-02,1050,"Weekday"
"420",0,2012-10-02,1055,"Weekday"
"421",0,2012-10-02,1100,"Weekday"
"422",0,2012-10-02,1105,"Weekday"
"423",0,2012-10-02,1110,"Weekday"
"424",0,2012-10-02,1115,"Weekday"
"425",0,2012-10-02,1120,"Weekday"
"426",0,2012-10-02,1125,"Weekday"
"427",0,2012-10-02,1130,"Weekday"
"428",0,2012-10-02,1135,"Weekday"
"429",0,2012-10-02,1140,"Weekday"
"430",0,2012-10-02,1145,"Weekday"
"431",0,2012-10-02,1150,"Weekday"
"432",0,2012-10-02,1155,"Weekday"
"433",0,2012-10-02,1200,"Weekday"
"434",0,2012-10-02,1205,"Weekday"
"435",0,2012-10-02,1210,"Weekday"
"436",0,2012-10-02,1215,"Weekday"
"437",0,2012-10-02,1220,"Weekday"
"438",0,2012-10-02,1225,"Weekday"
"439",0,2012-10-02,1230,"Weekday"
"440",0,2012-10-02,1235,"Weekday"
"441",0,2012-10-02,1240,"Weekday"
"442",0,2012-10-02,1245,"Weekday"
"443",0,2012-10-02,1250,"Weekday"
"444",0,2012-10-02,1255,"Weekday"
"445",0,2012-10-02,1300,"Weekday"
"446",0,2012-10-02,1305,"Weekday"
"447",0,2012-10-02,1310,"Weekday"
"448",0,2012-10-02,1315,"Weekday"
"449",0,2012-10-02,1320,"Weekday"
"450",0,2012-10-02,1325,"Weekday"
"451",0,2012-10-02,1330,"Weekday"
"452",0,2012-10-02,1335,"Weekday"
"453",0,2012-10-02,1340,"Weekday"
"454",0,2012-10-02,1345,"Weekday"
"455",0,2012-10-02,1350,"Weekday"
"456",0,2012-10-02,1355,"Weekday"
"457",0,2012-10-02,1400,"Weekday"
"458",0,2012-10-02,1405,"Weekday"
"459",0,2012-10-02,1410,"Weekday"
"460",0,2012-10-02,1415,"Weekday"
"461",0,2012-10-02,1420,"Weekday"
"462",0,2012-10-02,1425,"Weekday"
"463",0,2012-10-02,1430,"Weekday"
"464",0,2012-10-02,1435,"Weekday"
"465",0,2012-10-02,1440,"Weekday"
"466",0,2012-10-02,1445,"Weekday"
"467",0,2012-10-02,1450,"Weekday"
"468",0,2012-10-02,1455,"Weekday"
"469",0,2012-10-02,1500,"Weekday"
"470",0,2012-10-02,1505,"Weekday"
"471",0,2012-10-02,1510,"Weekday"
"472",0,2012-10-02,1515,"Weekday"
"473",0,2012-10-02,1520,"Weekday"
"474",0,2012-10-02,1525,"Weekday"
"475",0,2012-10-02,1530,"Weekday"
"476",0,2012-10-02,1535,"Weekday"
"477",0,2012-10-02,1540,"Weekday"
"478",0,2012-10-02,1545,"Weekday"
"479",0,2012-10-02,1550,"Weekday"
"480",0,2012-10-02,1555,"Weekday"
"481",0,2012-10-02,1600,"Weekday"
"482",0,2012-10-02,1605,"Weekday"
"483",0,2012-10-02,1610,"Weekday"
"484",0,2012-10-02,1615,"Weekday"
"485",0,2012-10-02,1620,"Weekday"
"486",0,2012-10-02,1625,"Weekday"
"487",0,2012-10-02,1630,"Weekday"
"488",0,2012-10-02,1635,"Weekday"
"489",0,2012-10-02,1640,"Weekday"
"490",0,2012-10-02,1645,"Weekday"
"491",0,2012-10-02,1650,"Weekday"
"492",0,2012-10-02,1655,"Weekday"
"493",0,2012-10-02,1700,"Weekday"
"494",0,2012-10-02,1705,"Weekday"
"495",0,2012-10-02,1710,"Weekday"
"496",0,2012-10-02,1715,"Weekday"
"497",0,2012-10-02,1720,"Weekday"
"498",0,2012-10-02,1725,"Weekday"
"499",0,2012-10-02,1730,"Weekday"
"500",0,2012-10-02,1735,"Weekday"
"501",0,2012-10-02,1740,"Weekday"
"502",0,2012-10-02,1745,"Weekday"
"503",0,2012-10-02,1750,"Weekday"
"504",0,2012-10-02,1755,"Weekday"
"505",0,2012-10-02,1800,"Weekday"
"506",0,2012-10-02,1805,"Weekday"
"507",0,2012-10-02,1810,"Weekday"
"508",0,2012-10-02,1815,"Weekday"
"509",0,2012-10-02,1820,"Weekday"
"510",0,2012-10-02,1825,"Weekday"
"511",0,2012-10-02,1830,"Weekday"
"512",0,2012-10-02,1835,"Weekday"
"513",0,2012-10-02,1840,"Weekday"
"514",0,2012-10-02,1845,"Weekday"
"515",0,2012-10-02,1850,"Weekday"
"516",0,2012-10-02,1855,"Weekday"
"517",0,2012-10-02,1900,"Weekday"
"518",0,2012-10-02,1905,"Weekday"
"519",0,2012-10-02,1910,"Weekday"
"520",0,2012-10-02,1915,"Weekday"
"521",0,2012-10-02,1920,"Weekday"
"522",0,2012-10-02,1925,"Weekday"
"523",0,2012-10-02,1930,"Weekday"
"524",0,2012-10-02,1935,"Weekday"
"525",0,2012-10-02,1940,"Weekday"
"526",0,2012-10-02,1945,"Weekday"
"527",0,2012-10-02,1950,"Weekday"
"528",0,2012-10-02,1955,"Weekday"
"529",0,2012-10-02,2000,"Weekday"
"530",0,2012-10-02,2005,"Weekday"
"531",0,2012-10-02,2010,"Weekday"
"532",0,2012-10-02,2015,"Weekday"
"533",0,2012-10-02,2020,"Weekday"
"534",0,2012-10-02,2025,"Weekday"
"535",0,2012-10-02,2030,"Weekday"
"536",0,2012-10-02,2035,"Weekday"
"537",0,2012-10-02,2040,"Weekday"
"538",0,2012-10-02,2045,"Weekday"
"539",0,2012-10-02,2050,"Weekday"
"540",0,2012-10-02,2055,"Weekday"
"541",0,2012-10-02,2100,"Weekday"
"542",0,2012-10-02,2105,"Weekday"
"543",0,2012-10-02,2110,"Weekday"
"544",0,2012-10-02,2115,"Weekday"
"545",0,2012-10-02,2120,"Weekday"
"546",0,2012-10-02,2125,"Weekday"
"547",0,2012-10-02,2130,"Weekday"
"548",0,2012-10-02,2135,"Weekday"
"549",0,2012-10-02,2140,"Weekday"
"550",0,2012-10-02,2145,"Weekday"
"551",0,2012-10-02,2150,"Weekday"
"552",0,2012-10-02,2155,"Weekday"
"553",0,2012-10-02,2200,"Weekday"
"554",0,2012-10-02,2205,"Weekday"
"555",117,2012-10-02,2210,"Weekday"
"556",9,2012-10-02,2215,"Weekday"
"557",0,2012-10-02,2220,"Weekday"
"558",0,2012-10-02,2225,"Weekday"
"559",0,2012-10-02,2230,"Weekday"
"560",0,2012-10-02,2235,"Weekday"
"561",0,2012-10-02,2240,"Weekday"
"562",0,2012-10-02,2245,"Weekday"
"563",0,2012-10-02,2250,"Weekday"
"564",0,2012-10-02,2255,"Weekday"
"565",0,2012-10-02,2300,"Weekday"
"566",0,2012-10-02,2305,"Weekday"
"567",0,2012-10-02,2310,"Weekday"
"568",0,2012-10-02,2315,"Weekday"
"569",0,2012-10-02,2320,"Weekday"
"570",0,2012-10-02,2325,"Weekday"
"571",0,2012-10-02,2330,"Weekday"
"572",0,2012-10-02,2335,"Weekday"
"573",0,2012-10-02,2340,"Weekday"
"574",0,2012-10-02,2345,"Weekday"
